1 24.9714 9.01743
2 18.8658 11.6183
3 18.555 9.96233
4 23.325 10.6567
5 20.1986 10.6432
6 21.3916 10.4087
7 19.053 10.8575
8 20.0974 9.04018
9 19.8788 9.7267
10 18.49 9.2046
11 16.406 9.56985
12 18.302 11.5868
13 20.3984 11.2719
14 20.8441 9.99652
15 20.3013 9.09331
16 18.9457 8.81196
17 17.0236 10.3803
18 21.1813 10.3508
19 21.114 8.71604
20 21.0304 8.76175
21 17.7832 10.006
22 18.3969 9.44343
23 17.298 8.8647
24 20.2351 8.61037
25 18.9207 11.2352
26 18.5256 9.82831
27 17.8855 9.74767
28 20.9613 9.04848
29 19.7059 8.30816
30 19.0289 10.0155
31 18.2172 10.0276
32 21.2731 9.65751
33 18.0519 9.89984
34 20.6439 10.461
35 21.0243 9.94617
36 17.3812 9.58407
37 17.4396 9.84025
38 19.8745 9.79618
39 21.5048 10.3176
40 23.9019 9.66929
41 21.8824 8.9233
42 21.2932 10.9531
43 19.4542 10.3106
44 19.2218 8.31683
45 20.5673 10.1697
46 19.9945 10.5942
47 17.9182 8.27542
48 19.026 8.83318
49 18.6211 9.6973
50 19.7025 10.2528
51 20.7318 9.8303
52 20.278 10.5735
53 20.7201 10.4839
54 17.4502 8.83956
55 16.9317 10.9156
56 17.749 9.52036
57 18.2036 8.92964
58 20.838 10.4823
59 18.2796 9.83975
60 23.4714 11.1178
61 17.7981 9.961
62 19.3691 11.2843
63 18.1894 10.4667
64 20.618 12.1359
65 19.7054 10.8587
66 24.5602 10.1043
67 18.7067 10.3556
68 20.3781 9.35271
69 18.2838 9.86338
70 17.958 12.7188
71 17.7134 10.3895
72 16.3409 9.72062
73 21.8602 9.42845
74 20.5526 9.28211
75 19.5548 10.4613
76 22.0122 10.3833
77 17.2758 8.82916
78 19.897 10.765
79 19.8612 11.5834
80 23.9141 9.57264
81 18.3618 9.59528
82 20.7795 10.4754
83 20.5512 8.71804
84 21.4316 10.6298
85 18.6153 9.36643
86 23.3939 9.80678
87 19.1647 6.51911
88 22.1993 7.32657
89 18.0916 7.73713
90 20.5333 10.6127
91 20.5712 11.822
92 19.9856 10.075
93 19.8096 10.5623
94 20.3985 10.4756
95 23.2569 8.01652
96 18.8512 11.1242
97 18.9617 9.53105
98 18.9708 11.5642
99 22.0204 10.6851
100 20.1896 9.76855
